text,label,channel
"यदि याे भन्दा अघिल्लाे महाअधिबेसनमा गगन सभापति भएकाे भए खराने ग्याङ्गकाे उदय हुने थिएन, सहकारी चाेरहरु,जेल ताेड्ने डाकाहरु, नेपालले सिमा मिच्याे भन्ने देश देह्रीहरु माटाे मिल्थे हाेला, भाटभटेनि लुटेर आगाे लगाउने हरु, टिओबिहरु नाग्ङ्गाे खुकुरि लिएर मेराे देश चाहियाे भन्ने आँट आउने थिएन, प्रचण्ड र ओली काे दास बन्ने देउबाका आदेश ले कंग्रेसलाई पतनकाे दिसामा लग्याे, मित्र राष्ट्र चिन बिरुद्ध यति धेरै बिेष बमन गरे घण्टेहरु । यदि चिनलाई जिस्काईयाे भने यिनिहरु पानि भन्न पनि पाउने छैनन् ।यी TOB ग्याङ्गका पानि बाँड्ने नाउमा सत्ताकाे धुरिमा पुग्ने थिएनन् । कंग्रेसले केहि गल्ति गरेकै हाे, कहिले ओलि पथ, कहिने प्रचण्ड पथ । देश द्राेहिहरु खरानिमा खित्का छाेडि हाँसि रहेछन । भ्रष्ट्रचारी , नेपाे बेबिहरु संचार माध्यामहरु भाटभटेनि, गगनकै घर जाने बाटाेमा गाडिले बाँटाे छेकेर के गर्न चाँहेकाे , यस्काे मुल्य तिर्ने छन । भाडाका टट्टु मुर्दाबाद, सहकारी चाेरहरु मुर्दाबाद,ब्याक्ति गत सम्पति ,र अदालत, लगायत सबै सरकारी सम्पतिमा लगाईएकाे आगाे र खरानीकाे मुल्य ब्याज सहित मुल्य असुल हुनेछ एक दिन । जय नेपाल , जय बिपि, जय प्रजातन्त्र।।।।।",positive,comment
RSP का केहिले मनन गर्नु  पर्छ ।याे सम्बाेदन सामान्य  छैन,positive,comment
"🗣️ K. P. Sharma Oli का “lying tricks” (छोटोमा)
	•	अर्ध–सत्य बोल्ने – तथ्यको केही भाग मात्र प्रस्तुत गरेर आफ्नो पक्ष बलियो देखाउने।
	•	विषय मोड्ने (Diversion) – कठिन प्रश्न आउँदा अर्कै मुद्दातर्फ ध्यान सार्ने।
	•	राष्ट्रवाद प्रयोग गर्ने – आलोचनाबाट जोगिन भावनात्मक/राष्ट्रवादी भाषा प्रयोग गर्ने।
	•	दोष अरूमाथि सार्ने – असफलताको जिम्मा विपक्ष वा अन्य पक्षलाई दिने।
	 vote Balen",positive,comment
"सबैको परिश्रम र मेहनत बराबरी भए तापनि त्यसको मुल्यांकन बराबरी नहुदा रहेछन् है रबि भाई, किनकि जिवित नै अशान्ति र नर्क हुन। ब्रह्माण्ड भित्र पाइने यी सबै दृश्य तत्त्वहरु असमानताको प्रतीकहरु हुन, यिनै असमानताको प्रतीकहरु नै अशान्तिको प्रतीकहरु हुन। All these visible elements found within the universe are symbols of inequality, and these symbols of inequality are symbols of unrest, that's why, should be now “No heat, No cold” “No God, No Giant” “No error, No punishment” it is a real peace, real sleep, real equality, real great and real heaven, which is called the original end and original invisible void. Within that space, both inanimate and living things elements are made the invisible void धन्यवाद!
""O""M´science",neutral,comment
फन्टुस तर्क नगरौ न हो! यत्रो powerful PM भएको मान्छे!,negative,comment
"बास्ना थापा ज्यु सुनसरीमा सी डी ओ छ, मुख्य mantri पनी छ,पुलीस पनि छ तीनी हरू के को लागी पालेको पदमा आरयाल ज्यु तपाई प्रधान mantri भए के गर्थ्यौ सरकार लाई सहयोग दीनु बीरोध होईन भासन न दे काम गर",negative,comment
यो पुरानो भिडियो हो यो <br>यस्ले बोले जस्तो अहिले गरेको भयेत देश काहा बाट काहा पुगिसक्थ्यो,negative,comment
बिदेह राज्यका इक्ष्यकु बंशका माहान दार्शनिक राजर्षी(प्रतापी राजा) जनकको पबित्र भुमिबाट नया &quot;जेलेनेश्की&quot; को उदियमान प्रार्दुभाब !,positive,comment
राष्ट्रपिता प्रचण्ड सान्दर्भिक बिचार,positive,comment
Good luck nepal and Nepali…अब नेपल बन्छ होला👏👏🙏🙏,positive,comment
Balen aailey dekhi vau khoji sakyo,negative,comment
पहिलो कुरो मिडिया झोले छ दोस्रो <br>हेया म मेरो आमा को कसम खएर भन्छु<br>इनि हरु हामिलाइ पागल बनाउदै छ 😡😡,negative,comment
"मान्छे अनुसारको प्रश्नगर्छ यो पत्रुकारले कोहि 
 जस्लाइ कडा प्रस्न गर्नुपर्ने हो तेस्लाइ एस्तो प्रश्न गरेको सुन्दा लाज लागेर आयो 😂😂",negative,comment
आयोगको report आएपछि थुनिन्छ यो डाका ।,negative,comment
जेन्जीले  ल्याएको  परिवर्तन हो   त  बुढोले  बोलेर  केही हुनेछैन,negative,comment
Good 100% right,positive,comment
"Gen Z  लाई  मार्यो तेतिले नपुगेर आफ्ना झोलेहरु  लगायेर  बालेनकोघर  चोर्नलगायो , यस्तालायी नेतामानेर भोट हालिदिनुपर्ने  किन  ? ? ?  ।",negative,comment
Yasto mansiktako kahile sudharne bala xaina.yas lay jaldi smatanu parx,negative,comment
Missing Sumana Shrestha. she was the one of the TOP Sansads.,positive,comment
"I'm  watching this show respecting  the showname ""inside the bunker"" where the guest speaks from the inside of their heart, त्स्तो निस्संदेह आफ्नो मनसाय बोलोस, यौटा त्रास रहित सत्यको कुरा बोलिदियोस लागेको, suraj sir ko qsn ले नि त्यस्तै अपेक्षा गरेको but speaker ले बुजेर नी सत्य बोल्न नचाहेको, show ko मर्म अलिक meet भएन जस्तो लाग्यो।...",neutral,comment
यो  बेलुन  घण्टी  मा  आय  बाट  मलाई  rsp  मा पर्दैन,negative,comment
"🇳🇵🙏Genz आन्दोलन र सुनसरी घटना एउटै हो भन्ने ,एउटै देख्नेको चै मानसिक स्थीतीको check गराए हुन्छ।",negative,comment
याे मुजिले २०८२| ५ | २३ २४ काे आन्दोलन अगाडि जे जस्तो सानो तिनाे भ्रष्टाचार गरे पनि २०८२|११|२१ काे चुनावमा बहुमत लिएर आए पनि भ्रष्टाचार गर्न नपाउनेभयो भनेर  एमालेको पत्तासाप हुने भयो केपी ओलिलाई कानुन नलाग्ने साेजाे जनतालाई कानुन लाग्ने देश चलाउने प्रधनमन्त्रिलाई कानुन नलाग्ने जय जेनजि नेपालकाे कानुन गरिब दुखि  र साेजाे जनतालाई जानुन छ जना नेताले नेपालकाे बजेट भ्रष्टाचार गर्न पाउन जय  <br>ग्रेटर नेपाल,negative,comment
उखान ले सबै को मन जित्न खोज्छ 😡,negative,comment
जित्नुपर्छ,positive,comment
यो डाकालाई त्यो कुर्सीमा बसेर इन्टरभ्यु दिएको सुहाएन 😂😂😂,negative,comment
सार्वभौमसत्ता राष्ट-राष्ट्रियतामा भनेरअ लेखिदीएकाेभयए खाेलानुहायएर कमन्डलुबाेकेरअ कुटिझुपराझापराे टहराे बााशहुन्थ्याे आगाेतअलाऊनुपर्दैनथ्याे हाेलानीिंँ।-Gen-zZ,negative,comment
जय बालेन,positive,comment
Vote for balen Shah ❤❤,positive,comment
अत्यन्तै intresting  रसिलाे प्रस्तुति👌👌,positive,comment
कान्तिपुर लाई कारवाही गर्न मपनि तयार छु।खबर होस।,negative,comment
हर्कराज मेरो प्रार्थना बाट GOD ले नेपालको लागी दिनुभएको नेता,positive,comment
Ghante  ko jhooley,negative,comment
Kailey ho morne din ? 37:13,negative,comment
अत्यन्तै दु:खद घटना।। छिटै शान्ति होउन् कामनाका साथ आशा गर्द्छु🇳🇵🙏जनता रहे देश रहन्छ 🇳🇵🇳🇵,negative,comment
Kp ba sahi neta hun,positive,comment
We are with this government ❤❤❤,positive,comment
Baniya sir best patrakar hun Nepal ko lagxa ho panie kharo daro k👍🙏,positive,comment
हैन यत्रो जलाउने थाहॅा थियो भने किन होसियार साथ protection तिर नलागेको त? तुरुन्तै सेनालाई Road मा २४ गत्तेको बिहान नै army किन नझारेको ? आफै भन्छ मलाई सुचाना नै भएन पनि भन्छ कस्ता भएर प्रधानमन्त्री बसे छ नी ?,negative,comment
सबै मानिनीय को यस्तै विचार सिद्धन्त रहोस,positive,comment
यसकाे कुरा नपताउनु हाेला रबि सर  याे छेपाराे 17000 ज्यान मार्ने  हत्यारो हाे यो लडाई हुनुमा यसको ठूलो हात छ,negative,comment
लाडोबादुर बुडोले ठिकभन्यो,negative,comment
"माननीय Harka Sampang ज्यु र लोकप्रिय गायक Rajesh Payal Rai ज्यु सँगको विशेष अन्तर्वार्ता हेरेर  आफ्नो बहुमूल्य प्रतिक्रिया र सुझाव  दिनुहोला🙏🙏

Program Producer 
Anita Chalaune
Founder &CEO of Kछ Nepal 

Director
Dashrath Sunar🙏🙏",neutral,comment
यो काहा बोल्नु भएको हो हाम्रो  कोशी प्रदेश उदयपुर गाईघाट त्रि.न पा .पनि बोल्नु,neutral,comment
Yo choar Lai kina liyaunu Paro,negative,comment
🇳🇵यदि कोहि  मानिसलाई देशको चिन्ता छ र देश विकसित भएको हेर्न चाहान्छ भने त्यस व्यक्तिले बालेनलाई भोट दिन्छ।।🙏❤️🇳🇵,positive,comment
Lovely❤❤❤,positive,comment
होइन यि मान्या सदस्यहरुले यो भन्दा पोइला त आफ्नो पाटिका प्रधानमन्त्रीहरुलाई यस्तो प्रश्न सोधेको त सुनेको थिएन अनि तिनीहरु त आज एक्कासी ठुलो देश भक्त पो भएर निस्के छन् त,negative,comment
विना कामको प्रश्न सोधेर प्रधानमन्त्रीको समय वर्वाद नगरौ सभ्य नागरिक परिचय दियौ,positive,comment
केपिवलिनेपालि।कोभगवानहो।,positive,comment
गरिस बोल बोल त र पुरानो मा र त मा के फरक छ ? त सट्टामा हुदा रबीको सबै मुद्दा बाट सफाई BYD कान्ड सबै आफै मिलाउने ??? यो कुरा बुझ झुट धेरै टिकदैन ? कहिले देश भन्दा पार्टि कहिले ठुलो हुदैन ? साम्सदमा कहिले बोल्न नचाहने ले पार्टिको अधिबेसनमा बा बनिस?,negative,comment
जनताको साथ रहोस ।God bless you!!,positive,comment
Good speech,positive,comment
यो पनि कति पैसा मा bikyo,negative,comment
GAGAN yo sajaya hoina payaki xinau..varatiya kangresh ko halat huni Wala xa..dheri boleyara agraj Lai dhikareyara neta vidina..sabilai sametna saknu perxa..,negative,comment
I hope you will break the world record. Oli was nothing.,negative,comment
"जेलजाने दरले बालेन सरकार लाई फकाऊदैछौ, PM बालेन,के सोच्दैछौ यो छेपारो",negative,comment
Jay RAVI 🙏🙏🙏,positive,comment
MCC kharej gar full support on this to any party,neutral,comment
Jai mato jai desh jai mananiya jiu🏂️👌👌👌👌👌🙏🙏🙏🤲💙💛💜💙❤️,positive,comment
सेरेलाई गर्नु पर्ने भौतिक र शारीरिक लात त यसलाई गर्नु पर्ने गल्ति गरेको हो के केटाहरुले,negative,comment
अझै २० वर्ष जति तपाईँको नेतृत्व सान्दर्भिक छ,positive,comment
Jaya balean,positive,comment
केपि ले त रिषि धमला सँग interview दिन पर्ने हाे के कमसेकम भिडियाे हेर्न त रमाइलो हुन्छ 😂,neutral,comment
फाँसी लगाउनु पर्ने जेल खोच्नु पर्ने अपराधी भ्रष्टाचारी नेताहरुलाई सबै जनताहरुले लखेट्न जरुरीछ ☝️☝️👊👊… जब सम्म नेपालमा फाँसीको सजाया लागु हुदैन तब केही सम्भव रहने छैन ☝️☝️✊✊,negative,comment
"कति धेरै संयोग नेपाल मा यो पाली चुनाव मा धनगढी, काठमाडौं र धरान ले पाएको मेयर निर्वाचित स्वतन्त्र उम्मेदवार हरु को सपना र संघर्ष सबै नेपाली जनता को लागि ठुलो प्राप्ति हो।  लौरो चुनाव चिन्ह को दम्मभ अब नेता र कार्यकर्ताको हरु को लागि ठुलो घात हुने भएको छ। अब आउने चुनाव फलाम को चिउरा चपाउनु हुने भयो राजनितिक दल हरु लाई। जय नेपाल जय देश। यस्ता सपुत हरु ले अझै आँट गरुन ताकी नेपाली ले अरु को गुलामी बाट मुक्ति पाउन। 🇳🇵🙏🇳🇵",positive,comment
You guys are pure rock … a true leader a true human being… wish you both very best 🎉 of luck and keep doing good for nation …,positive,comment
दक्षिण एसियाकै एक कुसल र अब्बल राज नेता क:प्रचण्ड ❤,positive,comment
"शाहाले जमाएको देश फेरी पुन शाहाले नै बनाउनु पर्छ
good luck बालेन सर
जय नेपाल",positive,comment
"यिनी हरु मा लाज सरम छ कि नाइ 😅😅
6:10  साथी हरु are u ready 🎉🎉😅",negative,comment
आफुले रजाई गरिरहेकालाई एत्तिकाे त हुनै पर्याे नि अझ पत्तासाफ हुनुपर्छ,positive,comment
Janata ko Aasha  ra  varosa RSP party jay Rabi jay ghanti 🔔 🤝 🙏🙏🙏,positive,comment
"Searching Balen, When he is lost in प्रतिनिधि सभा 😂",negative,comment
झोले तिम्रो बा जस्तो helicopter मा  भागे को छ र बालेन र सुदन ? यो पुरानो Party ले देश तास नास बनाए को हो यस्को जिम्मेवार कसले लिने हो झोले ?,negative,comment
Video boost hanna help. Oli chor,negative,comment
पूर्व प्रधानमन्त्रीज्यू तपाईं आफ्नै घमण्ड र अहंकारले <br>आफैँ पतन हुनुहुनेछ,negative,comment
एउटा भिजन भएका होनहार युवालाई जिताउनै पर्छ common ktm बासी दाजुभाई दिदिबहिनी आमा बा बालेनलाई जिताउ ✊✊,positive,comment
Long live kp baa ❤❤,positive,comment
हर्क साम्पाङले उठाएको आवाजहरु हामी जस्तो भुई मान्छे दुःखी गरिबको,positive,comment
"केपी सँग वहस गर्न हर्क, गगन, प्रचण्ड र कुलमानहरू तयार भए भैहाल्यो ।<br><br>गफाडीहरूको debate मा देश हाक्ने राजनेता सुहाँउदैन ।",negative,comment
ए   सेकेन्द   नेताहो   यसै को  बोलि  सुनी  र     पछि  लाग्ने   कि    यो  मोर्दा  को   दिन   कोले   अग्ग्दी   बधौला   कसैले  वाद  बिबाद  गर्दै  नौ  के  पि   ले  जे  ब्प्ल्छ  तेसैमा  ताली  बजाउने  ।।थुइक्क   ।।।पाजी    पाजी।।।।।हो  थुइक्क।।।,negative,comment
Guys the video is shadow banned. I can’t see it in my other account. Wow,neutral,comment
जय घन्टि जय रबि जय बालेन जय नेपाल 🇳🇵🇳🇵🔔🔔🙏🙏❤❤,positive,comment
को रैछ  yo मुला ? अनि विचार नाई त्यस्तै छ तिमीहरूको,negative,comment
"बालेन सर लाई धेरै धेरै धन्यवाद छ
🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🙏🙏🙏",positive,comment
अरु त तेस्तै हो बालेन ले काम गरेर देखाउछ देस्को हिरो हो बालेन,positive,comment
KPI Oli😂😂😂,negative,comment
जितेपनी नजिते पनि यसरी धाराबाहिक रुपमा योजना को ब्याख्या गर्न सक्ने क्षमता लाई सलुट छ बालेन जि good luck,positive,comment
Timi media kaam xaina … balen jitauna jor gara…. Tara media swatantra hunu parthiyo… desh tesai ta dubi sakeko xa,neutral,comment
"देश संकटमा पर्दा होस् 
या दुखी गरीब जनता पिडामा पर्दा ! 
चिन्ता गर्ने र आवाज उठाउने लिडर हर्क सम्पङ्ग 
बाहेक यो हाम्रो देश मा अरु कुनै सरकार छैन l जय देश जय मातो 🇳🇵",positive,comment
यो मान्छे मलाई सार्है मनपर्छ,positive,comment
ज्यादै रसिलो र नर्म वचन नेतामा हुनुपर्ने गुणका शब्द तर कर्ममा अभिभावकिय भूमिका छ छैन मैले स्पष्ट बुझ्न बाँकी छ ।,positive,comment
Balen को कुरा सुन्दानै कत्ती आनन्द आउँछ साच्चिकै भने जस्तो पूरा हुदो हो त कति मज्जा हुने थियो होला😊,positive,comment
जे होश राम्रो अनि हासो लाग्दो कार्यक्रम ❣️🇳🇵आजको ईपिसिउद्😋,positive,comment
हर्क नै देशको सच्चा नेपाल आमाको छोरा हो ✝️🛐🙌❤️❤️,positive,comment
एउट सचचा नेपालिको जितले मन परफुल भएकोछ,positive,comment
देश चलाउने हरु यसरी हाँसेको सुहाएन देश दुबिसक्यो😢,negative,comment
यदि म काठमाडाै बासि भयकाे भय भाेट बालेन लाईनै दिन थिय ।सफलताकाे सुभकामन जित हजुरकै हाेस ।,positive,comment
🥳🥳🥳🥳🥳🥳🤴🌈,neutral,comment
"Maobadi ko nam ma luteo ,ab male ko Nam bat lutnu paro ni Janta sabai bheda , election ma per vote 1000 Rupees and masu Bhat ma bikne.butro desh banla..?",negative,comment
Yasle Aafaile racheko षडयंत्र ho tes karan yallai sabai kura thaha xa balen sarkar yallai jailkochnu sabai thik hunxa,negative,comment
Ekdam ramro,positive,comment
दिमागले सबै हल्लाउछ 👍️👍️👍️👍️👍️,positive,comment
प्रचण्डजी ले सही बोलेको हो भने यसको अर्थ यो हो कि हामी सबै मिलेर राज गरौं जनता त गुलाम र बोका हुन 😮,negative,comment
"सहि हाे छिटाे छिटाे काम गर ।
याे देश बनाेस",positive,comment
Rajendra baniya jiu tapaiko interview line saili ekdam daami lagxa,positive,comment
यो पहिलाको सरकारको हत्यारा सरकारलाई चाहिँ कारबाही कहिले कहिले गर्छन् होला नेपाली जनताले हेरेर बस्न बाहेक केही पनि छैन।,negative,comment
great person,positive,comment
जय नेपाल🇳🇵 🙏🙏🙏,positive,comment
अब 5बर्ष को ढुक्क हुनेवाला हाम्रो  प्रधानमन्त्री king ❤❤,positive,comment
"One and only national hero harka sempang  sir huge respect for you,
Congratulation sir and all the best for upcoming days..i m not from dharan but i am so happy to see you as a mayour 🙏🇳🇵",positive,comment
केपी गुखानेलाई  यो चुनावले बडारेर  जेल कोचनु पर्छ,negative,comment
"🗣️ K. P. Sharma Oli का “lying tricks” (छोटोमा)
	•	अर्ध–सत्य बोल्ने – तथ्यको केही भाग मात्र प्रस्तुत गरेर आफ्नो पक्ष बलियो देखाउने।
	•	विषय मोड्ने (Diversion) – कठिन प्रश्न आउँदा अर्कै मुद्दातर्फ ध्यान सार्ने।
	•	राष्ट्रवाद प्रयोग गर्ने – आलोचनाबाट जोगिन भावनात्मक/राष्ट्रवादी भाषा प्रयोग गर्ने।
	•	दोष अरूमाथि सार्ने – असफलताको जिम्मा विपक्ष वा अन्य पक्षलाई दिने।
	 vote Balen",negative,comment
छाडेर काम सारा ! एक काम रोजी रहेछु ! यो देश मा म एउटा मानिस खोजिरहेछु ! wish you all the best baalen.,positive,comment
नक्कली बालेनको तस्बिर किन राख्नु भएको पत्रकार हजुर ?,negative,comment
Sahi bat garnu vayo harka sir,positive,comment
प्रचण्डे र ओलि यी दुइटै नेपालको लागि अति घातक तत्व हुन् यिनिहरुलाई अब नेपाल राजनीतिक बाट सधैंको लागि बहिस्कार गर्नु पर्छ l,negative,comment
"Debate गर्न सक्ने , तर्कहरु दिन सक्ने त ह्याउ पनि हुनु पर्यो नि , धोक्रो सुकाइ सुकाइ पाएको भोट एउटा अन्तर्वार्ताले सोत्तर पार्छ भन्ने थाह भएरै भागि रहेको हो |",negative,comment
रवि दाइ कति माहान छ जय देश जय घण्टी,positive,comment
Lamo kura ngar mula gangany,negative,comment
के गर्यो। ३५ सालसम्म कांग्रेसले के गर यतिका ३५ सालसम्म कांग्रेसले के गरे?,negative,comment
Rasawapa ko mantri ani samsad haru layera pani interview linnu paryo Rajendra sir,positive,comment
Great salut Harka sampang भाइ ✊✊🌹💐👏🇳🇵😇✌👍🙏💪💪🤝🌼,positive,comment
जिवनमा पहिलो चोटि हजुर जस्तो नेतृत्व देखे यो मुटु को धड्कन चलुन्जेल हजुर को समर्थन छ‌ माननिय ज्यु 😢😢😢😢❤❤जय माटो जय देश 🙏,positive,comment
Gagan Thapa - Bishwa Prakash Sharma both are my political Ideal.♥️❣️,positive,comment
अरुनेताहरुभये गालीगरेरै सकिन्थो समये देशरजनताको कुरागरेकोमा धन्यबाद 🔔🤝🔔,positive,comment
23 24 ko ghatna ma sarkar le oli lai bayan dina bolauda chi teha na jane ani balen sang k ko bahas ho,neutral,comment
"20,821 जना धराने बासीलाइ धन्यवाद",positive,comment
बोलेर हुने भए नेपाल कहाँ  पुग्थे,negative,comment
दुवै जनालाई एकै ठाउँमा देख्दा कस्तो छुट्टै हौसला आएको आफूभित्र नै ☺️ Love to see this bonding❤,positive,comment
"याे  कति बाेलेकाे ❤ 
सुत्नु अब धन्यवाद तपाईंको ज्ञानबाट मैले धेरै बुझे सिके र अब बुझाउनेछु। 
❤❤❤❤

केपी चोर देश छोड 😂😂😂",negative,comment
"interview हेरियो। पुरै घोडा टेकेर, पुच्छर हल्लाइएछ त!!
न counter questioning छ, न follow up प्रश्न छ, अझ उल्टै मिलाएर आफैले आधा उत्तर वलीको मुखमा भर्दी राछ। यस्तो नी सवाल/जवाफ हुन्छ?? उल्टै वलीकै promotion गरीराछ। बानीया पनी हुतीहारानै हो वलीको अगाडि??
यस्ता जाबो प्रश्नोत्तरको लागी त वलीलाई प्रश्नहरू थमाएर एक्लै बोल्न देको भए भइ हाल्थ्यो नी। केकालागी चाहीयो राजेन्द्र बानिया??
भोटमाग्न जादा जनताले बरू अली fiercer र unbiased प्रश्न गर्छन भो आजकाल। Tremendously disappointed from the reporter. Huge let down🤦🤦",negative,comment
"हैन बोल्न नि लाज लाग्दैन नि इनिहरु लाई , हामी जन्मेर पहिलो पल्ट सुनेको पार्टी नै काङ्ग्रेस त्यस पछि एमाले हो।खै के भो यत्रो 30/35 बर्स सम्म ?40 बर्स को उमेर बाट इ भ्रष्ट दलाल हरु लाई भोट दिन थाल्नु भको मेरि आ मा 75 बर्स पुग्नु भो इ पापी दलाल हरु को राम्रा काम को आस गर्दा गर्दै जुनि बित्यो।अब त भोट त हैन इनिहरु लाई हाम्रो घर को बाटो पनि बन्द हुन्छ।",negative,comment
11:43  गृहमन्त्री dj चाहिन्छ अब सबै सहर मा,negative,comment
Return huna paryo pheri🎉,positive,comment
"Hajar barsa ma yestu chutiya paida huncha, badluck Nepal ... U will shock in this election",negative,comment
I'm from India one thing I should tell if he win he will become a kjriwal of KTM ❤️💐 vote for him,positive,comment
जनयुद्ध को बेला डर ले गतिलो सास फेर्न पनि नसक्ने हरु ले अहिले प्रचण्ड लाई गाली गरेर उनको जुँगा उखेल्न खोजेको देख्दा अचम्म लाग्छ!,negative,comment
Harka sampang sanga kunai Nepal KO neta le sakdina rajniti bahash garna desh premi vanekai ak mantra ho harka jay harka sampang🙏,positive,comment
A k 47  चला,negative,comment
म ६० बरसको लाई त तिमरा कुरा पतयाउदिन भने अहिलेको  generation ले के पतयाउ छ त?,negative,comment
mcc पास गर्नु पनि राजनिती हाे,negative,comment
आज पनि मन जितेउ दाई,positive,comment
"यस्तै बिज्ञहरु सत्तामा पुग्नुपर्छ, देश बनाउन हो भने।
अग्रिम बधाई।",positive,comment
Aafale aafai Lai emandaar re 😂😂😂 gukhane le😂😂,negative,comment
Ukhane ...... kahile politics bata vishram line ho. युवालाई पुस्तान्तरण गर्ने बेला भयो तर पनि अझै आफूलाई नै अध्यक्ष प्रधानमन्त्री खानु छ कहिले सुधार्ने हो आफूलाई,negative,comment
हेर  ताली  dhokeka,neutral,comment
"salute for u sir , u deserve it",positive,comment
३६ बर्षमा पहिलो पटक उच्च नेता बाट यति मिठो speech सुन्न पाईयो आहा ।।,positive,comment
